"id_trabajo","id_habilidad"
"AI00884",1
"AI00885",1
"AI00886",1
"AI00888",1
"AI00901",1
"AI00915",1
"AI00922",1
"AI00923",1
"AI00927",1
"AI00932",1
"AI00935",1
"AI00940",1
"AI00941",1
"AI00943",1
"AI00948",1
"AI00954",1
"AI00956",1
"AI00958",1
"AI00960",1
"AI00961",1
"AI00966",1
"AI00967",1
"AI00971",1
"AI00982",1
"AI00983",1
"AI00989",1
"AI00990",1
"AI00992",1
"AI01000",1
"AI01002",1
"AI01003",1
"AI01006",1
"AI01007",1
"AI01014",1
"AI01015",1
"AI01016",1
"AI01017",1
"AI01018",1
"AI01020",1
"AI01023",1
"AI01031",1
"AI01033",1
"AI01041",1
"AI01056",1
"AI01058",1
"AI01061",1
"AI01063",1
"AI01065",1
"AI01066",1
"AI01069",1
"AI01071",1
"AI01072",1
"AI01073",1
"AI01074",1
"AI01078",1
"AI01084",1
"AI01088",1
"AI01092",1
"AI01098",1
"AI01101",1
"AI01102",1
"AI01106",1
"AI01111",1
"AI01118",1
"AI01119",1
"AI01120",1
"AI01121",1
"AI01122",1
"AI01123",1
"AI01124",1
"AI01126",1
"AI01131",1
"AI01133",1
"AI01138",1
"AI01139",1
"AI01142",1
"AI01143",1
"AI01150",1
"AI01153",1
"AI01154",1
"AI01156",1
"AI01160",1
"AI01161",1
"AI01164",1
"AI01165",1
"AI01166",1
"AI01167",1
"AI01169",1
"AI01171",1
"AI01174",1
"AI01182",1
"AI01185",1
"AI01188",1
"AI01189",1
"AI01193",1
"AI01196",1
"AI01198",1
"AI01204",1
"AI01208",1
"AI01209",1
"AI01213",1
"AI01214",1
"AI01219",1
"AI01223",1
"AI01228",1
"AI01229",1
"AI01235",1
"AI01239",1
"AI01243",1
"AI01245",1
"AI01246",1
"AI01247",1
"AI01248",1
"AI01250",1
"AI01255",1
"AI01256",1
"AI01259",1
"AI01260",1
"AI01265",1
"AI01267",1
"AI01268",1
"AI01269",1
"AI01274",1
"AI01275",1
"AI01295",1
"AI01300",1
"AI01305",1
"AI01312",1
"AI01313",1
"AI01315",1
"AI01316",1
"AI01331",1
"AI01332",1
"AI01334",1
"AI01336",1
"AI01338",1
"AI01341",1
"AI01343",1
"AI01344",1
"AI01345",1
"AI01347",1
"AI01350",1
"AI01352",1
"AI01354",1
"AI01355",1
"AI01359",1
"AI01366",1
"AI01368",1
"AI01375",1
"AI01385",1
"AI01387",1
"AI01388",1
"AI01393",1
"AI01395",1
"AI01398",1
"AI01399",1
"AI01400",1
"AI01403",1
"AI01407",1
"AI01409",1
"AI01410",1
"AI01412",1
"AI01413",1
"AI01414",1
"AI01420",1
"AI01422",1
"AI01427",1
"AI01431",1
"AI01444",1
"AI01447",1
"AI01455",1
"AI01457",1
"AI01458",1
"AI01460",1
"AI01465",1
"AI01467",1
"AI01472",1
"AI01473",1
"AI01477",1
"AI01481",1
"AI01484",1
"AI01489",1
"AI01492",1
"AI01496",1
"AI01502",1
"AI01504",1
"AI01507",1
"AI01513",1
"AI01523",1
"AI01524",1
"AI01525",1
"AI01532",1
"AI01538",1
"AI01541",1
"AI01543",1
"AI01544",1
"AI01549",1
"AI01554",1
"AI01556",1
"AI01559",1
"AI01561",1
"AI01565",1
"AI01566",1
"AI01567",1
"AI01569",1
"AI01571",1
"AI01577",1
"AI01579",1
"AI01580",1
"AI01585",1
"AI01586",1
"AI01587",1
"AI01591",1
"AI01592",1
"AI01593",1
"AI01595",1
"AI01597",1
"AI01598",1
"AI01602",1
"AI01603",1
"AI01606",1
"AI01607",1
"AI01612",1
"AI01614",1
"AI01616",1
"AI01620",1
"AI01622",1
"AI01623",1
"AI01627",1
"AI01631",1
"AI01635",1
"AI01636",1
"AI01637",1
"AI01640",1
"AI01641",1
"AI01645",1
"AI01646",1
"AI01651",1
"AI01652",1
"AI01655",1
"AI01657",1
"AI01667",1
"AI01668",1
"AI01673",1
"AI01681",1
"AI01683",1
"AI01684",1
"AI01686",1
"AI01687",1
"AI01688",1
"AI01690",1
"AI01693",1
"AI01695",1
"AI01703",1
"AI01705",1
"AI01711",1
"AI01714",1
"AI01715",1
"AI01720",1
"AI01721",1
"AI01727",1
"AI01737",1
"AI01741",1
"AI01743",1
"AI01748",1
"AI01749",1
"AI01753",1
"AI01755",1
"AI01765",1
"AI01772",1
"AI01776",1
"AI01777",1
"AI01778",1
"AI01781",1
"AI01783",1
"AI01785",1
"AI01786",1
"AI01789",1
"AI01790",1
"AI01791",1
"AI01794",1
"AI01796",1
"AI01805",1
"AI01809",1
"AI01810",1
"AI01818",1
"AI01827",1
"AI01830",1
"AI01834",1
"AI01843",1
"AI01848",1
"AI01855",1
"AI01860",1
"AI01866",1
"AI01869",1
"AI01871",1
"AI01874",1
"AI01880",1
"AI01887",1
"AI01889",1
"AI01893",1
"AI01894",1
"AI01896",1
"AI01897",1
"AI01900",1
"AI01905",1
"AI01908",1
"AI01909",1
"AI01914",1
"AI01918",1
"AI01919",1
"AI01921",1
"AI01926",1
"AI01927",1
"AI01931",1
"AI01932",1
"AI01937",1
"AI01941",1
"AI01945",1
"AI01949",1
"AI01953",1
"AI01959",1
"AI01963",1
"AI01966",1
"AI01973",1
"AI01975",1
"AI01978",1
"AI01981",1
"AI01988",1
"AI01997",1
"AI02005",1
"AI02006",1
"AI02007",1
"AI02010",1
"AI02011",1
"AI02012",1
"AI02016",1
"AI02021",1
"AI02024",1
"AI02025",1
"AI02033",1
"AI02038",1
"AI02040",1
"AI02041",1
"AI02050",1
"AI02052",1
"AI02054",1
"AI02055",1
"AI02057",1
"AI02059",1
"AI02060",1
"AI02063",1
"AI02067",1
"AI02070",1
"AI02072",1
"AI02074",1
"AI02075",1
"AI02078",1
"AI02079",1
"AI02081",1
"AI02087",1
"AI02100",1
"AI02101",1
"AI02103",1
"AI02105",1
"AI02112",1
"AI02118",1
"AI02121",1
"AI02123",1
"AI02124",1
"AI02130",1
"AI02131",1
"AI02132",1
"AI02133",1
"AI02136",1
"AI02139",1
"AI02146",1
"AI02149",1
"AI02150",1
"AI02153",1
"AI02156",1
"AI02157",1
"AI02161",1
"AI02162",1
"AI02170",1
"AI02171",1
"AI02177",1
"AI02179",1
"AI02180",1
"AI02181",1
"AI02183",1
"AI02184",1
"AI02190",1
"AI02194",1
"AI02196",1
"AI02199",1
"AI02200",1
"AI02201",1
"AI02202",1
"AI02205",1
"AI02214",1
"AI02216",1
"AI02219",1
"AI02222",1
"AI02223",1
"AI02236",1
"AI02242",1
"AI02244",1
"AI02246",1
"AI02253",1
"AI02254",1
"AI02255",1
"AI02256",1
"AI02258",1
"AI02266",1
"AI02277",1
"AI02280",1
"AI02281",1
"AI02282",1
"AI02286",1
"AI02293",1
"AI02294",1
"AI02300",1
"AI02312",1
"AI02314",1
"AI02316",1
"AI02318",1
"AI02322",1
"AI02324",1
"AI02330",1
"AI02331",1
"AI02332",1
"AI02333",1
"AI02338",1
"AI02339",1
"AI02340",1
"AI02343",1
"AI02346",1
"AI02347",1
"AI02348",1
"AI02349",1
"AI02350",1
"AI02353",1
"AI02358",1
"AI02361",1
"AI02362",1
"AI02371",1
"AI02373",1
"AI02374",1
"AI02381",1
"AI02383",1
"AI02400",1
"AI02401",1
"AI02403",1
"AI02408",1
"AI02410",1
"AI02411",1
"AI02413",1
"AI02414",1
"AI02415",1
"AI02417",1
"AI02421",1
"AI02425",1
"AI02428",1
"AI02430",1
"AI02431",1
"AI02434",1
"AI02435",1
"AI02437",1
"AI02441",1
"AI02442",1
"AI02443",1
"AI02445",1
"AI02446",1
"AI02449",1
"AI02451",1
"AI02454",1
"AI02456",1
"AI02465",1
"AI02471",1
"AI02481",1
"AI02484",1
"AI02494",1
"AI02497",1
"AI02502",1
"AI02507",1
"AI02512",1
"AI02515",1
"AI02516",1
"AI02520",1
"AI02526",1
"AI02528",1
"AI02529",1
"AI02530",1
"AI02531",1
"AI02533",1
"AI02534",1
"AI02540",1
"AI02541",1
"AI02559",1
"AI02561",1
"AI02563",1
"AI02565",1
"AI02569",1
"AI02573",1
"AI02575",1
"AI02583",1
"AI02593",1
"AI02594",1
"AI02595",1
"AI02596",1
"AI02598",1
"AI02599",1
"AI02600",1
"AI02608",1
"AI02617",1
"AI02619",1
"AI02620",1
"AI02621",1
"AI02623",1
"AI02624",1
"AI02626",1
"AI02628",1
"AI02631",1
"AI02632",1
"AI02633",1
"AI02637",1
"AI02638",1
"AI02640",1
"AI02641",1
"AI02643",1
"AI02648",1
"AI02649",1
"AI02652",1
"AI02653",1
"AI02663",1
"AI02669",1
"AI02671",1
"AI02675",1
"AI02678",1
"AI02680",1
"AI02681",1
"AI02684",1
"AI02687",1
"AI02688",1
"AI02689",1
"AI02693",1
"AI02708",1
"AI02710",1
"AI02723",1
"AI02727",1
"AI02739",1
"AI02740",1
"AI02742",1
"AI02745",1
"AI02751",1
"AI02753",1
"AI02757",1
"AI02760",1
"AI02763",1
"AI02764",1
"AI02765",1
"AI02774",1
"AI02776",1
"AI02777",1
"AI02789",1
"AI02791",1
"AI02792",1
"AI02800",1
"AI02806",1
"AI02808",1
"AI02811",1
"AI02813",1
"AI02824",1
"AI02825",1
"AI02827",1
"AI02835",1
"AI02836",1
"AI02838",1
"AI02839",1
"AI02846",1
"AI02847",1
"AI02849",1
"AI02851",1
"AI02855",1
"AI02858",1
"AI02859",1
"AI02862",1
"AI02863",1
"AI02864",1
"AI02865",1
"AI02867",1
"AI02868",1
"AI02871",1
"AI02872",1
"AI02875",1
"AI02881",1
"AI02882",1
"AI02884",1
"AI02885",1
"AI02890",1
"AI02896",1
"AI02898",1
"AI02900",1
"AI02901",1
"AI02902",1
"AI02909",1
"AI02915",1
"AI02921",1
"AI02924",1
"AI02926",1
"AI02928",1
"AI02930",1
"AI02931",1
"AI02935",1
"AI02937",1
"AI02938",1
"AI02940",1
"AI02945",1
"AI02948",1
"AI02949",1
"AI02950",1
"AI02951",1
"AI02958",1
"AI02960",1
"AI02961",1
"AI02964",1
"AI02971",1
"AI02973",1
"AI02974",1
"AI02976",1
"AI02984",1
"AI02988",1
"AI02989",1
"AI02990",1
"AI02992",1
"AI02994",1
"AI02998",1
"AI03003",1
"AI03004",1
"AI03006",1
"AI03007",1
"AI03012",1
"AI03015",1
"AI03025",1
"AI03029",1
"AI03031",1
"AI03042",1
"AI03050",1
"AI03052",1
"AI03053",1
"AI03056",1
"AI03059",1
"AI03061",1
"AI03062",1
"AI03064",1
"AI03066",1
"AI03069",1
"AI03070",1
"AI03074",1
"AI03077",1
"AI03084",1
"AI03096",1
"AI03097",1
"AI03103",1
"AI03115",1
"AI03118",1
"AI03119",1
"AI03125",1
"AI03127",1
"AI03129",1
"AI03134",1
"AI03139",1
"AI03141",1
"AI03143",1
"AI03145",1
"AI03146",1
"AI03148",1
"AI03151",1
"AI03152",1
"AI03154",1
"AI03155",1
"AI03156",1
"AI03162",1
"AI03164",1
"AI03165",1
"AI03175",1
"AI03178",1
"AI03179",1
"AI03180",1
"AI03181",1
"AI03182",1
"AI03184",1
"AI03191",1
"AI03193",1
"AI03200",1
"AI03208",1
"AI03209",1
"AI03212",1
"AI03214",1
"AI03216",1
"AI03217",1
"AI03219",1
"AI03226",1
"AI03229",1
"AI03234",1
"AI03235",1
"AI03236",1
"AI03237",1
"AI03242",1
"AI03244",1
"AI03247",1
"AI03254",1
"AI03257",1
"AI03264",1
"AI03265",1
"AI03268",1
"AI03272",1
"AI03274",1
"AI03275",1
"AI03278",1
"AI03285",1
"AI03290",1
"AI03292",1
"AI03298",1
"AI03299",1
"AI03303",1
"AI03306",1
"AI03309",1
"AI03317",1
"AI03318",1
"AI03322",1
"AI03323",1
"AI03324",1
"AI03329",1
"AI03337",1
"AI03339",1
"AI03345",1
"AI03352",1
"AI03353",1
"AI03355",1
"AI03358",1
"AI03362",1
"AI03368",1
"AI03370",1
"AI03379",1
"AI03381",1
"AI03383",1
"AI03384",1
"AI03390",1
"AI03397",1
"AI03398",1
"AI03402",1
"AI03403",1
"AI03406",1
"AI03413",1
"AI03416",1
"AI03418",1
"AI03420",1
"AI03421",1
"AI03422",1
"AI03423",1
"AI03424",1
"AI03425",1
"AI03427",1
"AI03429",1
"AI03431",1
"AI03433",1
"AI03434",1
"AI03437",1
"AI03448",1
"AI03450",1
"AI03451",1
"AI03460",1
"AI03470",1
"AI03475",1
"AI03476",1
"AI03478",1
"AI03490",1
"AI03493",1
"AI03494",1
"AI03495",1
"AI03496",1
"AI03497",1
"AI03498",1
"AI03499",1
"AI03500",1
"AI03501",1
"AI03507",1
"AI03512",1
"AI03513",1
"AI03514",1
"AI03515",1
"AI03516",1
"AI03520",1
"AI03523",1
"AI03526",1
"AI03533",1
"AI03534",1
"AI03535",1
"AI03537",1
"AI03543",1
"AI03549",1
"AI03552",1
"AI03561",1
"AI03563",1
"AI03565",1
"AI03566",1
"AI03569",1
"AI03570",1
"AI03575",1
"AI03576",1
"AI03577",1
"AI03580",1
"AI03582",1
"AI03585",1
"AI03587",1
"AI03588",1
"AI03589",1
"AI03593",1
"AI03594",1
"AI03602",1
"AI03603",1
"AI03608",1
"AI03609",1
"AI03610",1
"AI03613",1
"AI03614",1
"AI03618",1
"AI03619",1
"AI03632",1
"AI03634",1
"AI03639",1
"AI03642",1
"AI03643",1
"AI03644",1
"AI03662",1
"AI03665",1
"AI03674",1
"AI03675",1
"AI03676",1
"AI03687",1
"AI03689",1
"AI03695",1
"AI03696",1
"AI03697",1
"AI03698",1
"AI03699",1
"AI03708",1
"AI03724",1
"AI03725",1
"AI03729",1
"AI03730",1
"AI03732",1
"AI03734",1
"AI03736",1
"AI03737",1
"AI03738",1
"AI03739",1
"AI03740",1
"AI03748",1
"AI03763",1
"AI03765",1
"AI03768",1
"AI03773",1
"AI03776",1
"AI03780",1
"AI03781",1
"AI03790",1
"AI03792",1
"AI03796",1
"AI03798",1
"AI03799",1
"AI03803",1
"AI03805",1
"AI03807",1
"AI03810",1
"AI03811",1
"AI03814",1
"AI03815",1
"AI03816",1
"AI03818",1
"AI03820",1
"AI03823",1
"AI03824",1
"AI03825",1
"AI03832",1
"AI03835",1
"AI03838",1
"AI03841",1
"AI03844",1
"AI03846",1
"AI03849",1
"AI03851",1
"AI03852",1
"AI03857",1
"AI03858",1
"AI03860",1
"AI03864",1
"AI03866",1
"AI03868",1
"AI03873",1
"AI03874",1
"AI03876",1
"AI03879",1
"AI03884",1
"AI03885",1
"AI03887",1
"AI03893",1
"AI03894",1
"AI03896",1
"AI03898",1
"AI03899",1
"AI03905",1
"AI03912",1
"AI03913",1
"AI03917",1
"AI03923",1
"AI03924",1
"AI03926",1
"AI03928",1
"AI03937",1
"AI03938",1
"AI03942",1
"AI03945",1
"AI03946",1
"AI03951",1
"AI03952",1
"AI03956",1
"AI03957",1
"AI03958",1
"AI03962",1
"AI03965",1
"AI03968",1
"AI03973",1
"AI03975",1
"AI03977",1
"AI03983",1
"AI03984",1
"AI03992",1
"AI03995",1
"AI03996",1
"AI03998",1
"AI04000",1
"AI04006",1
"AI04007",1
"AI04011",1
"AI04013",1
"AI04014",1
"AI04016",1
"AI04020",1
"AI04026",1
"AI04033",1
"AI04037",1
"AI04038",1
"AI04042",1
"AI04046",1
"AI04048",1
"AI04050",1
"AI04054",1
"AI04056",1
"AI04059",1
"AI04061",1
"AI04065",1
"AI04069",1
"AI04073",1
"AI04074",1
"AI04075",1
"AI04081",1
"AI04088",1
"AI04089",1
"AI04090",1
"AI04101",1
"AI04102",1
"AI04103",1
"AI04107",1
"AI04110",1
"AI04112",1
"AI04116",1
"AI04117",1
"AI04121",1
"AI04123",1
"AI04124",1
"AI04128",1
"AI04131",1
"AI04132",1
"AI04135",1
"AI04140",1
"AI04147",1
"AI04148",1
"AI04149",1
"AI04151",1
"AI04154",1
"AI04155",1
"AI04156",1
"AI04161",1
"AI04162",1
"AI04163",1
"AI04166",1
"AI04170",1
"AI04173",1
"AI04175",1
"AI04178",1
"AI04184",1
"AI04186",1
"AI04189",1
"AI04194",1
"AI04195",1
"AI04197",1
"AI04205",1
"AI04210",1
"AI04213",1
"AI04218",1
"AI04221",1
"AI04223",1
"AI04231",1
"AI04234",1
"AI04235",1
"AI04236",1
"AI04237",1
"AI04239",1
"AI04242",1
"AI04244",1
"AI04245",1
"AI04257",1
"AI04260",1
"AI04261",1
"AI04263",1
"AI04266",1
"AI04268",1
"AI04270",1
"AI04271",1
"AI04273",1
"AI04275",1
"AI04277",1
"AI04278",1
"AI04285",1
"AI04286",1
"AI04292",1
"AI04293",1
"AI04295",1
"AI04298",1
"AI04302",1
"AI04305",1
"AI04314",1
"AI04320",1
"AI04323",1
"AI04331",1
"AI04332",1
"AI04333",1
"AI04334",1
"AI04336",1
"AI04340",1
"AI04341",1
"AI04344",1
"AI04348",1
"AI04351",1
"AI04357",1
"AI04362",1
"AI04364",1
"AI04365",1
"AI04368",1
"AI04370",1
"AI04378",1
"AI04384",1
"AI04385",1
"AI04386",1
"AI04387",1
"AI04389",1
"AI04390",1
"AI04397",1
"AI04403",1
"AI04405",1
"AI04409",1
"AI04412",1
"AI04416",1
"AI04424",1
"AI04428",1
"AI04429",1
"AI04432",1
"AI04437",1
"AI04439",1
"AI04442",1
"AI04445",1
"AI04446",1
"AI04452",1
"AI04454",1
"AI04455",1
"AI04456",1
"AI04458",1
"AI04461",1
"AI04471",1
"AI04475",1
"AI04478",1
"AI04482",1
"AI04487",1
"AI04489",1
"AI04490",1
"AI04496",1
"AI04501",1
"AI04503",1
"AI04504",1
"AI04509",1
"AI04510",1
"AI04513",1
"AI04515",1
"AI04530",1
"AI04533",1
"AI04538",1
"AI04544",1
"AI04545",1
"AI04546",1
"AI04547",1
"AI04552",1
"AI04556",1
"AI04559",1
"AI04562",1
"AI04563",1
"AI04570",1
"AI04580",1
"AI04582",1
"AI04583",1
"AI04593",1
"AI04601",1
"AI04603",1
"AI04608",1
"AI04609",1
"AI04619",1
"AI04625",1
"AI04630",1
"AI04635",1
"AI04638",1
"AI04644",1
"AI04648",1
"AI04652",1
"AI04655",1
"AI04656",1
"AI04658",1
"AI04659",1
"AI04661",1
"AI04665",1
"AI04666",1
"AI04667",1
"AI04675",1
"AI04676",1
"AI04679",1
"AI04680",1
"AI04684",1
"AI04689",1
"AI04693",1
"AI04695",1
"AI04696",1
"AI04699",1
"AI04701",1
"AI04702",1
"AI04703",1
"AI04710",1
"AI04712",1
"AI04717",1
"AI04720",1
"AI04722",1
"AI04724",1
"AI04725",1
"AI04728",1
"AI04731",1
"AI04735",1
"AI04736",1
"AI04738",1
"AI04742",1
"AI04744",1
"AI04745",1
"AI04746",1
"AI04747",1
"AI04750",1
"AI04751",1
"AI04753",1
"AI04756",1
"AI04758",1
"AI04767",1
"AI04768",1
"AI04769",1
"AI04771",1
"AI04773",1
"AI04778",1
"AI04781",1
"AI04787",1
"AI04788",1
"AI04791",1
"AI04793",1
"AI04801",1
"AI04803",1
"AI04807",1
"AI04810",1
"AI04811",1
"AI04819",1
"AI04824",1
"AI04828",1
"AI04831",1
"AI04832",1
"AI04836",1
"AI04837",1
"AI04844",1
"AI04848",1
"AI04851",1
"AI04852",1
"AI04859",1
"AI04863",1
"AI04864",1
"AI04872",1
"AI04873",1
"AI04874",1
"AI04875",1
"AI04881",1
"AI04884",1
"AI04885",1
"AI04893",1
"AI04894",1
"AI04897",1
"AI04898",1
"AI04899",1
"AI04903",1
"AI04905",1
"AI04907",1
"AI04908",1
"AI04912",1
"AI04931",1
"AI04932",1
"AI04945",1
"AI04950",1
"AI04951",1
"AI04952",1
"AI04955",1
"AI04957",1
"AI04963",1
"AI04966",1
"AI04970",1
"AI04977",1
"AI04983",1
"AI04984",1
"AI04991",1
"AI04992",1
"AI04993",1
"AI04995",1
"AI04997",1
"AI04999",1
"AI05002",1
"AI05006",1
"AI05008",1
"AI05012",1
"AI05015",1
"AI05018",1
"AI05028",1
"AI05034",1
"AI05036",1
"AI05041",1
"AI05042",1
"AI05048",1
"AI05049",1
"AI05054",1
"AI05058",1
"AI05060",1
"AI05063",1
"AI05067",1
"AI05071",1
"AI05072",1
"AI05077",1
"AI05079",1
"AI05082",1
"AI05084",1
"AI05085",1
"AI05086",1
"AI05093",1
"AI05098",1
"AI05101",1
"AI05110",1
"AI05114",1
"AI05117",1
"AI05121",1
"AI05122",1
"AI05125",1
"AI05135",1
"AI05136",1
"AI05138",1
"AI05142",1
"AI05144",1
"AI05147",1
"AI05150",1
"AI05152",1
"AI05154",1
"AI05162",1
"AI05163",1
"AI05170",1
"AI05171",1
"AI05186",1
"AI05191",1
"AI05193",1
"AI05194",1
"AI05196",1
"AI05199",1
"AI05201",1
"AI05202",1
"AI05205",1
"AI05206",1
"AI05208",1
"AI05209",1
"AI05211",1
"AI05213",1
"AI05214",1
"AI05219",1
"AI05221",1
"AI05223",1
"AI05231",1
"AI05235",1
"AI05236",1
"AI05239",1
"AI05240",1
"AI05242",1
"AI05245",1
"AI05248",1
"AI05261",1
"AI05262",1
"AI05266",1
"AI05282",1
"AI05290",1
"AI05291",1
"AI05293",1
"AI05300",1
"AI05306",1
"AI05314",1
"AI05318",1
"AI05323",1
"AI05324",1
"AI05325",1
"AI05331",1
"AI05332",1
"AI05333",1
"AI05336",1
"AI05342",1
"AI05343",1
"AI05348",1
"AI05351",1
"AI05352",1
"AI05353",1
"AI05368",1
"AI05369",1
"AI05370",1
"AI05373",1
"AI05375",1
"AI05376",1
"AI05388",1
"AI05389",1
"AI05390",1
"AI05391",1
"AI05402",1
"AI05404",1
"AI05407",1
"AI05410",1
"AI05412",1
"AI05415",1
"AI05419",1
"AI05426",1
"AI05431",1
"AI05433",1
"AI05434",1
"AI05435",1
"AI05436",1
"AI05439",1
"AI05441",1
"AI05443",1
"AI05446",1
"AI05449",1
"AI05450",1
"AI05453",1
"AI05465",1
"AI05466",1
"AI05468",1
"AI05469",1
"AI05470",1
"AI05473",1
"AI05474",1
"AI05480",1
"AI05481",1
"AI05485",1
"AI05489",1
"AI05490",1
"AI05496",1
"AI05500",1
"AI05501",1
"AI05505",1
"AI05507",1
"AI05511",1
"AI05517",1
"AI05518",1
"AI05519",1
"AI05523",1
"AI05525",1
"AI05528",1
"AI05529",1
"AI05535",1
"AI05545",1
"AI05548",1
"AI05552",1
"AI05553",1
"AI05554",1
"AI05556",1
"AI05558",1
"AI05559",1
"AI05562",1
"AI05571",1
"AI05572",1
"AI05574",1
"AI05576",1
"AI05579",1
"AI05581",1
"AI05584",1
"AI05586",1
"AI05587",1
"AI05588",1
"AI05593",1
"AI05595",1
"AI05598",1
"AI05606",1
"AI05607",1
"AI05611",1
"AI05616",1
"AI05620",1
"AI05621",1
"AI05629",1
"AI05631",1
"AI05632",1
"AI05633",1
"AI05638",1
"AI05639",1
"AI05640",1
"AI05641",1
"AI05649",1
"AI05650",1
"AI05660",1
"AI05668",1
"AI05669",1
"AI05676",1
"AI05677",1
"AI05678",1
"AI05680",1
"AI05688",1
"AI05693",1
"AI05694",1
"AI05695",1
"AI05701",1
"AI05715",1
"AI05716",1
"AI05717",1
"AI05719",1
"AI05721",1
"AI05725",1
"AI05731",1
"AI05733",1
"AI05735",1
"AI05741",1
"AI05742",1
"AI05743",1
"AI05752",1
"AI05753",1
"AI05754",1
"AI05757",1
"AI05759",1
"AI05763",1
"AI05764",1
"AI05765",1
"AI05766",1
"AI05767",1
"AI05774",1
"AI05776",1
"AI05782",1
"AI05785",1
"AI05790",1
"AI05799",1
"AI05801",1
"AI05803",1
"AI05808",1
"AI05817",1
"AI05818",1
"AI05822",1
"AI05831",1
"AI05832",1
"AI05846",1
"AI05852",1
"AI05853",1
"AI05854",1
"AI05858",1
"AI05860",1
"AI05873",1
"AI05876",1
"AI05877",1
"AI05885",1
"AI05889",1
