"id_trabajo","titulo","salario_usd","moneda","nivel_experiencia","tipo_contrato","localizacion","tamano_empresa","modalidad","habilidades","titulacion","anos_experiencia","industria","fecha_publicacion","fecha_limite_aplicacion","longitud_descripcion","escala_beneficios","empresa","residencia_empleado"
"AI00078","Consultor de IA",101054,"USD","avanzado","parcial","Corea del Sur","grande","presencial","PyTorch, Python, TensorFlow","grado",6,"salud","2025-02-04","2025-03-20",2396,8.8,"DeepTech Ventures","Reino Unido"
"AI00079","Especialista en IA",91807,"EUR","avanzado","completo","Austria","pequeña","hibrido","Linux, Azure, Scala, Python","master",9,"educacion","2024-07-21","2024-09-13",1519,8.3,"TechCorp Inc","Austria"
"AI00080","Ingeniero de Aprendizaje Automatico",49858,"EUR","principiante","temporal","Austria","pequeña","remoto","PyTorch, Spark, Linux","grado",1,"salud","2024-01-25","2024-04-02",1215,9.2,"AI Innovations","Singapur"
"AI00081","Ingeniero de Robotica",80596,"EUR","principiante","completo","Austria","grande","presencial","Kubernetes, Scala, PyTorch, Mathematics","master",1,"educacion","2024-06-27","2024-08-26",1512,6.8,"Digital Transformation LLC","Suiza"
"AI00082","Director/a de Inteligencia Artificial",76026,"USD","intermedio","completo","Suecia","mediana","hibrido","Tableau, SQL, R, Scala","doctorado",4,"salud","2025-02-12","2025-03-24",1079,8.0,"Predictive Systems","Suecia"
"AI00083","Ingeniero de Aprendizaje Profundo",84841,"USD","intermedio","temporal","Suecia","grande","presencial","Azure, Linux, TensorFlow, GCP","tecnico superior",4,"transporte","2024-11-18","2025-01-05",2456,5.7,"Cognitive Computing","Suecia"
"AI00084","Cientifico de Datos",158900,"CHF","avanzado","autonomo","Suiza","mediana","hibrido","Python, Statistics, Mathematics, Docker, TensorFlow","tecnico superior",8,"finanzas","2024-06-14","2024-07-05",2367,6.0,"Quantum Computing Inc","Suiza"
"AI00085","Ingeniero/a de Sistemas Autonomos",153858,"EUR","ejecutivo","temporal","Alemania","pequeña","hibrido","MLOps, Azure, Java","master",13,"videojuegos","2025-04-29","2025-06-21",2133,5.1,"Cloud AI Solutions","Alemania"
"AI00086","Cientifico de Datos",115314,"USD","intermedio","temporal","Dinamarca","mediana","presencial","Java, Git, R, Azure","grado",3,"inmobiliaria","2024-06-01","2024-06-27",1783,7.9,"Smart Analytics","Finlandia"
"AI00087","Ingeniero de Aprendizaje Automatico",181068,"USD","ejecutivo","completo","Israel","pequeña","remoto","R, Java, Hadoop, Mathematics","doctorado",13,"transporte","2024-01-26","2024-03-25",1322,8.5,"Machine Intelligence Group","Israel"
"AI00088","Ingeniero de Software de IA",119021,"USD","principiante","completo","Dinamarca","grande","presencial","Computer Vision, Docker, Linux, GCP","doctorado",1,"transporte","2025-03-07","2025-05-10",1461,7.3,"DataVision Ltd","Portugal"
"AI00089","Analista de Datos",219746,"USD","ejecutivo","autonomo","Israel","mediana","remoto","R, Python, Scala, TensorFlow","doctorado",15,"finanzas","2024-07-02","2024-09-12",1485,7.0,"Smart Analytics","Republica Checa"
"AI00090","Consultor de IA",115774,"USD","ejecutivo","autonomo","China","grande","hibrido","Hadoop, Scala, NLP, PyTorch, SQL","tecnico superior",10,"inmobiliaria","2024-02-04","2024-03-09",1618,5.3,"DataVision Ltd","China"
"AI00091","Consultor de IA",130984,"CHF","principiante","parcial","Suiza","grande","hibrido","MLOps, Deep Learning, Kubernetes, Azure, GCP","grado",1,"minorista","2024-01-08","2024-03-20",1774,5.3,"DataVision Ltd","Filipinas"
"AI00092","Ingeniero/a de Operaciones de Aprendizaje Automatico",191223,"CHF","ejecutivo","completo","Suiza","pequeña","presencial","NLP, Azure, SQL","doctorado",18,"salud","2024-04-07","2024-06-07",1926,6.8,"Neural Networks Co","Alemania"
"AI00093","Consultor de IA",155502,"USD","avanzado","completo","Noruega","mediana","hibrido","Python, NLP, AWS, Spark","doctorado",9,"consultoria","2025-01-29","2025-02-22",2449,7.6,"Future Systems","Italia"
"AI00094","Especialista en IA",86140,"EUR","intermedio","parcial","Alemania","grande","hibrido","Scala, Kubernetes, Deep Learning, AWS","master",4,"inmobiliaria","2025-03-11","2025-04-12",1816,7.3,"Predictive Systems","Corea del Sur"
"AI00095","Arquitecto de IA",96028,"GBP","intermedio","autonomo","Reino Unido","grande","presencial","Data Visualization, MLOps, GCP, PyTorch","grado",4,"salud","2025-03-09","2025-03-28",1878,6.6,"Future Systems","Australia"
"AI00096","Cientifico/a de Datos Principal",134920,"USD","avanzado","parcial","Estados Unidos","pequeña","presencial","SQL, Mathematics, Data Visualization, Kubernetes","tecnico superior",7,"consultoria","2025-04-03","2025-05-12",1930,6.7,"Predictive Systems","Estados Unidos"
"AI00097","Cientifico Investigador",107694,"USD","avanzado","autonomo","Irlanda","mediana","hibrido","Spark, Linux, MLOps, R","tecnico superior",5,"minorista","2024-03-20","2024-04-22",2292,5.1,"Future Systems","Estonia"
"AI00098","Ingeniero de Aprendizaje Profundo",114301,"USD","intermedio","completo","Finlandia","grande","presencial","Tableau, MLOps, Python","grado",4,"inmobiliaria","2025-02-08","2025-03-05",1506,7.5,"Digital Transformation LLC","Finlandia"
"AI00099","Investigador/a en Machine Learning",92728,"GBP","intermedio","completo","Reino Unido","grande","presencial","NLP, Git, Kubernetes, Azure","grado",4,"transporte","2024-12-25","2025-02-05",1948,9.3,"Cognitive Computing","Reino Unido"
"AI00100","Ingeniero de Procesamiento de Lenguaje Natural",76826,"SGD","principiante","parcial","Singapur","mediana","hibrido","Git, R, Statistics, PyTorch, Deep Learning","grado",1,"politica","2025-04-08","2025-05-10",804,7.4,"Predictive Systems","Singapur"
"AI00101","Consultor de IA",48870,"USD","avanzado","parcial","India","grande","presencial","Hadoop, Java, Azure, Spark, Statistics","tecnico superior",7,"salud","2025-03-26","2025-05-16",1108,5.6,"Cognitive Computing","India"
"AI00102","Cientifico de Datos",89527,"AUD","intermedio","completo","Australia","grande","hibrido","Linux, Azure, SQL, R, Java","master",4,"finanzas","2024-12-09","2024-12-30",1299,5.8,"Predictive Systems","Estados Unidos"
"AI00103","Ingeniero/a de Sistemas Autonomos",81103,"AUD","principiante","temporal","Australia","grande","presencial","Mathematics, SQL, Kubernetes","master",0,"medios","2024-05-26","2024-08-07",2055,7.0,"Digital Transformation LLC","Australia"
"AI00104","Ingeniero de Aprendizaje Automatico",283428,"USD","ejecutivo","temporal","Dinamarca","grande","presencial","Python, TensorFlow, MLOps, Data Visualization","tecnico superior",13,"salud","2025-03-10","2025-05-11",1275,5.1,"Smart Analytics","Dinamarca"
"AI00105","Gerente de Producto de IA",104906,"USD","intermedio","autonomo","Estados Unidos","pequeña","hibrido","PyTorch, Java, Spark, Statistics","grado",3,"tecnologia","2025-01-26","2025-03-28",2101,8.0,"Cognitive Computing","Portugal"
"AI00106","Ingeniero de Software de IA",231496,"USD","ejecutivo","parcial","Finlandia","grande","hibrido","Tableau, R, Kubernetes","master",18,"automocion","2025-02-13","2025-04-10",895,5.5,"DataVision Ltd","Finlandia"
"AI00107","Ingeniero de Robotica",147402,"JPY","avanzado","completo","Japon","grande","remoto","Azure, GCP, Scala, R, Python","grado",8,"automocion","2024-12-11","2025-02-01",593,7.0,"Algorithmic Solutions","Japon"
"AI00108","Cientifico de Datos",69331,"EUR","principiante","completo","Austria","grande","remoto","AWS, Git, NLP, Java, Computer Vision","master",1,"salud","2025-04-11","2025-05-21",639,8.8,"AI Innovations","Austria"
"AI00109","Consultor de IA",215842,"EUR","ejecutivo","temporal","Francia","pequeña","presencial","Deep Learning, TensorFlow, Spark, Python","grado",12,"salud","2024-12-19","2025-01-28",2098,6.7,"Machine Intelligence Group","Francia"
"AI00110","Cientifico de Datos",79833,"USD","avanzado","parcial","Corea del Sur","pequeña","presencial","Java, SQL, PyTorch, TensorFlow, AWS","doctorado",6,"salud","2024-01-04","2024-01-18",1284,5.7,"Predictive Systems","Corea del Sur"
"AI00111","Cientifico de Datos",304859,"USD","ejecutivo","completo","Noruega","grande","remoto","Linux, SQL, Mathematics","grado",15,"medios","2025-03-22","2025-05-05",2460,6.0,"Advanced Robotics","Noruega"
"AI00112","Cientifico Investigador",112217,"EUR","avanzado","temporal","Alemania","pequeña","presencial","Spark, Scala, Azure","tecnico superior",8,"tecnologia","2025-03-07","2025-04-23",1679,10.0,"Digital Transformation LLC","Israel"
"AI00113","Director/a de Inteligencia Artificial",45738,"USD","principiante","autonomo","Corea del Sur","mediana","remoto","TensorFlow, Hadoop, Spark","tecnico superior",0,"manufactura","2024-03-17","2024-04-05",1481,9.5,"DeepTech Ventures","Corea del Sur"
"AI00114","Investigador/a en Machine Learning",195309,"EUR","ejecutivo","parcial","Alemania","pequeña","hibrido","SQL, Tableau, PyTorch, NLP","grado",18,"consultoria","2024-12-14","2025-02-23",1277,5.3,"DeepTech Ventures","Alemania"
"AI00115","Cientifico de Datos",141439,"USD","avanzado","autonomo","Estados Unidos","grande","hibrido","Kubernetes, GCP, Git, SQL","doctorado",9,"minorista","2024-06-24","2024-07-13",1021,6.3,"Digital Transformation LLC","Estados Unidos"
"AI00116","Consultor de IA",125836,"USD","intermedio","completo","Noruega","grande","remoto","Statistics, Kubernetes, Spark, GCP","master",2,"transporte","2024-12-27","2025-02-22",1650,10.0,"Predictive Systems","Noruega"
