"id_trabajo","titulo","salario_usd","moneda","nivel_experiencia","tipo_contrato","localizacion","tamano_empresa","modalidad","habilidades","titulacion","anos_experiencia","industria","fecha_publicacion","fecha_limite_aplicacion","longitud_descripcion","escala_beneficios","empresa","residencia_empleado"
"AI00011","Ingeniero de Datos",129706.0,"USD","intermedio","temporal","Dinamarca","grande","presencial","NLP, PyTorch, SQL, Statistics, TensorFlow","grado",3,"consultoria","2024-03-10","2024-05-17",2247,5.2,"Cloud AI Solutions","Dinamarca"
"AI00012","Ingeniero de Aprendizaje Profundo",76559.0,"USD","principiante","autonomo","Estados Unidos","pequeña","remoto","Data Visualization, GCP, Mathematics, PyTorch","grado",1,"politica","2025-02-09","2025-04-14",694,8.3,"Machine Intelligence Group","Estados Unidos"
"AI00013","Cientifico/a de Datos Principal",185834.0,"USD","ejecutivo","temporal","Estados Unidos","grande","remoto","Data Visualization, Linux, Python, TensorFlow","grado",14,"telecomunicaciones","2024-03-27","2024-06-03",1710,8.9,"Autonomous Tech","Estados Unidos"
"AI00014","Cientifico/a de Datos Principal",89801.0,"USD","intermedio","parcial","Suecia","grande","remoto","Deep Learning, Linux, MLOps","grado",3,"salud","2024-10-30","2025-01-06",1361,8.7,"Cloud AI Solutions","Belgica"
"AI00015","Cientifico/a de Datos Principal",252601.0,"USD","ejecutivo","parcial","Noruega","mediana","remoto","AWS, Computer Vision, Git, Kubernetes, SQL","grado",19,"videojuegos","2024-07-24","2024-08-14",572,5.1,"TechCorp Inc","Noruega"
"AI00016","Gerente de Producto de IA",20520.0,"USD","principiante","completo","India","pequeña","presencial","Computer Vision, Data Visualization, Git, Hadoop, Kubernetes","tecnico superior",0,"videojuegos","2024-08-22","2024-10-05",2455,7.5,"Predictive Systems","India"
"AI00017","Ingeniero de Robotica",192789.0,"CHF","avanzado","parcial","Suiza","pequeña","remoto","Git, Java, Python, Tableau","doctorado",5,"salud","2024-03-27","2024-06-08",524,5.9,"Quantum Computing Inc","Suiza"
"AI00018","Investigador/a en Machine Learning",107184.0,"SGD","avanzado","autonomo","Singapur","mediana","hibrido","Azure, Computer Vision, GCP","grado",7,"automocion","2024-05-07","2024-05-28",2111,9.2,"DeepTech Ventures","Singapur"
"AI00019","Ingeniero de Robotica",141909.0,"EUR","avanzado","completo","Paises Bajos","grande","presencial","Git, Kubernetes, MLOps, Spark","doctorado",6,"salud","2024-12-22","2025-01-20",1601,7.8,"Cloud AI Solutions","Países Bajos"
"AI00020","Ingeniero de Datos",118238.0,"USD","avanzado","autonomo","Irlanda","mediana","remoto","AWS, Azure, Computer Vision, Python, SQL","grado",7,"educacion","2024-11-07","2025-01-02",2431,8.2,"TechCorp Inc","Irlanda"
"AI00021","Cientifico de Datos",155210.0,"AUD","avanzado","parcial","Australia","grande","presencial","AWS, NLP, Spark","grado",7,"energia","2025-01-24","2025-03-18",595,9.7,"Neural Networks Co","Argentina"
"AI00022","Ingeniero de Datos",96699.0,"AUD","avanzado","completo","Australia","mediana","presencial","GCP, Linux, Mathematics","grado",5,"tecnologia","2025-03-29","2025-04-13",582,9.7,"TechCorp Inc","Australia"
"AI00023","Ingeniero de Software de IA",161477.0,"EUR","avanzado","completo","Francia","grande","hibrido","Linux, Mathematics, Spark","doctorado",8,"inmobiliaria","2025-02-04","2025-03-03",1861,9.5,"DataVision Ltd","Francia"
"AI00024","Ingeniero de Software de IA",316709.0,"USD","ejecutivo","temporal","Dinamarca","grande","hibrido","Azure, Data Visualization, Statistics","doctorado",18,"transporte","2025-04-29","2025-06-21",1284,7.6,"Autonomous Tech","Dinamarca"
"AI00025","Ingeniero/a de Operaciones de Aprendizaje Automatico",62089.0,"CAD","intermedio","temporal","Canada","pequeña","hibrido","Deep Learning, GCP, Linux, Python, SQL","master",3,"medios","2024-03-18","2024-04-25",2264,9.7,"Predictive Systems","Singapur"
"AI00026","Cientifico/a de Datos Principal",77985.0,"USD","principiante","temporal","Dinamarca","grande","presencial","Computer Vision, Kubernetes, SQL, TensorFlow","grado",0,"automocion","2025-03-07","2025-04-03",655,9.4,"Neural Networks Co","Dinamarca"
"AI00027","Ingeniero de Robotica",55315.0,"EUR","principiante","parcial","Austria","pequeña","presencial","Deep Learning, NLP, Python, Spark, SQL","doctorado",0,"medios","2025-01-09","2025-03-22",1107,9.5,"Future Systems","Austria"
"AI00028","Arquitecto de IA",246647.0,"SGD","ejecutivo","parcial","Singapur","mediana","hibrido","Mathematics, Scala, SQL","tecnico superior",16,"telecomunicaciones","2024-08-08","2024-08-26",2347,6.6,"DeepTech Ventures","Singapur"
"AI00029","Ingeniero de Aprendizaje Profundo",29050.0,"USD","principiante","completo","China","grande","presencial","Deep Learning, Hadoop, Kubernetes, PyTorch","grado",1,"consultoria","2025-02-06","2025-03-19",555,5.2,"AI Innovations","Alemania"
"AI00030","Director/a de Inteligencia Artificial",120599.0,"GBP","intermedio","temporal","Reino Unido","pequeña","hibrido","AWS, Linux, Python","doctorado",4,"energia","2024-09-21","2024-11-07",699,6.4,"Quantum Computing Inc","Reino Unido"
"AI00031","Especialista en IA",277727.0,"SGD","ejecutivo","parcial","Singapur","pequeña","hibrido","Git, Python, TensorFlow","doctorado",13,"salud","2024-10-04","2024-11-05",529,9.0,"Future Systems","Singapur"
"AI00032","Ingeniero de Datos",158734.0,"CAD","ejecutivo","parcial","Canada","pequeña","hibrido","Computer Vision, Data Visualization, NLP","grado",16,"minorista","2024-05-20","2024-07-29",1607,6.2,"Future Systems","Corea del Sur"
"AI00033","Ingeniero de Datos",139438.0,"JPY","avanzado","autonomo","Japon","grande","presencial","Data Visualization, Docker, Git, Python, Spark","grado",9,"minorista","2025-03-16","2025-05-12",1826,9.9,"Cognitive Computing","Japon"
"AI00034","Director/a de Inteligencia Artificial",131432.0,"SGD","avanzado","parcial","Singapur","grande","hibrido","Azure, Computer Vision, Data Visualization, Deep Learning, Kubernetes","doctorado",5,"manufactura","2024-05-03","2024-07-15",1134,5.3,"Cognitive Computing","Suecia"
"AI00035","Analista de Datos",140290.0,"USD","intermedio","parcial","Dinamarca","mediana","hibrido","Azure, PyTorch, R, SQL","tecnico superior",4,"inmobiliaria","2024-07-18","2024-09-26",2437,5.7,"DeepTech Ventures","Dinamarca"
"AI00036","Cientifico Investigador",90858.0,"EUR","intermedio","temporal","Francia","grande","hibrido","Deep Learning, Java, Kubernetes, PyTorch, Scala","grado",2,"inmobiliaria","2024-08-13","2024-09-13",1793,7.1,"DataVision Ltd","Francia"
"AI00037","Ingeniero/a de Sistemas Autonomos",126597.0,"GBP","avanzado","autonomo","Reino Unido","pequeña","hibrido","Computer Vision, Java, PyTorch, SQL, TensorFlow","doctorado",6,"politica","2024-03-30","2024-04-13",2236,7.8,"Machine Intelligence Group","Singapur"
"AI00038","Arquitecto de IA",53274.0,"USD","principiante","autonomo","Finlandia","grande","remoto","Hadoop, Python, Spark, Statistics, TensorFlow","tecnico superior",0,"automocion","2025-03-22","2025-04-12",1444,6.0,"Autonomous Tech","Finlandia"
"AI00039","Investigador/a en Machine Learning",155357.0,"USD","ejecutivo","autonomo","Suecia","grande","remoto","Computer Vision, Kubernetes, SQL, TensorFlow","grado",17,"inmobiliaria","2024-12-11","2025-01-01",830,5.2,"Cloud AI Solutions","Francia"
"AI00040","Cientifico/a de Datos Principal",116292.0,"EUR","intermedio","autonomo","Paises Bajos","pequeña","hibrido","Docker, Java, Python","grado",4,"videojuegos","2024-07-28","2024-09-06",2404,7.9,"Quantum Computing Inc","Hungria"
"AI00041","Ingeniero de Vision por Computadora",140363.0,"EUR","avanzado","temporal","Austria","mediana","remoto","Hadoop, Kubernetes, MLOps, TensorFlow","tecnico superior",6,"manufactura","2025-01-31","2025-04-06",1852,9.8,"TechCorp Inc","Austria"
"AI00042","Cientifico Investigador",162306.0,"USD","avanzado","temporal","Israel","grande","presencial","Hadoop, R, SQL, Statistics, Tableau","grado",9,"energia","2024-11-12","2024-12-08",1066,5.6,"Neural Networks Co","Luxemburgo"
"AI00043","Analista de Datos",134224.0,"USD","ejecutivo","completo","China","pequeña","presencial","Git, Python, SQL","tecnico superior",16,"tecnologia","2024-10-13","2024-11-15",1743,6.6,"Quantum Computing Inc","China"
"AI00044","Cientifico Investigador",77500.0,"GBP","intermedio","temporal","Reino Unido","pequeña","presencial","Hadoop, Mathematics, TensorFlow","grado",3,"tecnologia","2024-08-20","2024-10-29",811,10.0,"Machine Intelligence Group","Noruega"
"AI00045","Ingeniero de Vision por Computadora",154083.0,"USD","avanzado","parcial","Irlanda","grande","hibrido","Deep Learning, Hadoop, Python","tecnico superior",7,"manufactura","2024-01-09","2024-02-16",1969,7.7,"Neural Networks Co","Irlanda"
"AI00046","Ingeniero de Aprendizaje Automatico",79445.0,"USD","intermedio","autonomo","Irlanda","grande","hibrido","Computer Vision, Python, Statistics, TensorFlow","grado",4,"inmobiliaria","2024-09-28","2024-10-16",511,7.2,"Cloud AI Solutions","Irlanda"
"AI00047","Director/a de Inteligencia Artificial",157466.0,"CHF","avanzado","autonomo","Suiza","pequeña","remoto","Azure, Computer Vision, Data Visualization, Git, Spark","doctorado",8,"automocion","2024-01-21","2024-03-03",547,5.2,"Future Systems","Suiza"
"AI00048","Director/a de Inteligencia Artificial",38972.0,"USD","intermedio","completo","India","grande","presencial","Kubernetes, Mathematics, MLOps, TensorFlow","doctorado",4,"inmobiliaria","2024-01-28","2024-03-09",2163,7.1,"AI Innovations","India"
"AI00049","Ingeniero de Aprendizaje Profundo",66090.0,"CAD","intermedio","parcial","Canada","mediana","presencial","AWS, R, Scala, SQL","grado",3,"tecnologia","2025-04-10","2025-04-29",1901,5.3,"DeepTech Ventures","Canada"
"AI00050","Analista de Datos",47943.0,"USD","intermedio","parcial","China","grande","hibrido","Docker, Mathematics, NLP, TensorFlow","tecnico superior",2,"finanzas","2024-11-23","2025-01-13",2483,6.2,"Smart Analytics","China"
"AI00051","Ingeniero/a de Operaciones de Aprendizaje Automatico",217318.0,"USD","ejecutivo","parcial","Irlanda","grande","remoto","Hadoop, PyTorch, SQL","master",17,"finanzas","2024-11-14","2024-12-22",1647,7.8,"Cognitive Computing","Malasia"
"AI00052","Arquitecto de IA",84705.0,"USD","intermedio","temporal","Noruega","grande","hibrido","PyTorch, Scala, Spark","tecnico superior",3,"politica","2024-12-19","2025-01-11",879,6.6,"Autonomous Tech","Noruega"
"AI00053","Ingeniero de Procesamiento de Lenguaje Natural",36076.0,"USD","avanzado","completo","India","grande","hibrido","Data Visualization, Python, TensorFlow","grado",7,"medios","2024-08-14","2024-09-23",580,7.5,"Cognitive Computing","India"
"AI00054","Consultor de IA",160216.0,"USD","ejecutivo","completo","Israel","pequeña","remoto","Deep Learning, Linux, Python, SQL","doctorado",15,"educacion","2024-05-09","2024-05-29",941,6.0,"Predictive Systems","Israel"
"AI00055","Ingeniero de Aprendizaje Profundo",60826.0,"GBP","principiante","completo","Reino Unido","grande","presencial","Azure, Kubernetes, SQL","grado",0,"energia","2024-11-02","2024-11-30",1731,6.3,"Autonomous Tech","Reino Unido"
"AI00056","Ingeniero de Aprendizaje Profundo",237320.0,"GBP","ejecutivo","parcial","Reino Unido","grande","presencial","Kubernetes, MLOps, Scala","grado",16,"inmobiliaria","2024-11-12","2024-12-28",991,7.7,"DataVision Ltd","Reino Unido"
"AI00057","Ingeniero de Robotica",60243.0,"EUR","principiante","autonomo","Francia","pequeña","remoto","Data Visualization, Linux, Mathematics, PyTorch, Scala","doctorado",1,"salud","2024-12-05","2024-12-20",1661,8.8,"Future Systems","Francia"
"AI00058","Director/a de Inteligencia Artificial",74091.0,"JPY","principiante","parcial","Japon","pequeña","hibrido","Deep Learning, Linux, NLP, R, SQL","doctorado",1,"consultoria","2025-01-18","2025-03-23",1295,7.2,"Quantum Computing Inc","Japon"
"AI00059","Especialista en IA",68535.0,"EUR","principiante","completo","Francia","pequeña","remoto","PyTorch, Scala, SQL","doctorado",1,"medios","2024-05-01","2024-06-17",1943,5.5,"Machine Intelligence Group","Francia"
"AI00060","Ingeniero de Robotica",99401.0,"USD","intermedio","autonomo","Noruega","pequeña","hibrido","Data Visualization, Hadoop, Kubernetes, Linux, Python","doctorado",3,"salud","2024-03-20","2024-04-20",1371,9.4,"Quantum Computing Inc","Noruega"
"AI00061","Investigador/a en Machine Learning",67632.0,"USD","principiante","completo","Irlanda","pequeña","presencial","Deep Learning, GCP, Linux","grado",0,"politica","2024-07-13","2024-08-10",2133,8.9,"Advanced Robotics","Irlanda"
"AI00062","Ingeniero/a de Operaciones de Aprendizaje Automatico",133163.0,"EUR","avanzado","temporal","Paises Bajos","grande","presencial","Kubernetes, MLOps, PyTorch, SQL, Statistics","master",6,"medios","2025-01-03","2025-01-21",2141,7.9,"Neural Networks Co","Países Bajos"
"AI00063","Ingeniero de Robotica",125752.0,"USD","intermedio","completo","Noruega","pequeña","presencial","NLP, Scala, Statistics","doctorado",4,"automocion","2024-05-17","2024-06-24",2390,6.0,"Machine Intelligence Group","Noruega"
"AI00064","Gerente de Producto de IA",70927.0,"JPY","principiante","temporal","Japon","pequeña","presencial","Computer Vision, Docker, Git, Hadoop, SQL","tecnico superior",1,"tecnologia","2024-03-07","2024-04-05",1847,9.3,"Quantum Computing Inc","Japon"
"AI00065","Ingeniero de Datos",80810.0,"GBP","principiante","parcial","Reino Unido","grande","presencial","Azure, Linux, MLOps, Python, TensorFlow","grado",1,"energia","2024-10-30","2025-01-01",1476,5.4,"Algorithmic Solutions","Reino Unido"
"AI00066","Ingeniero de Aprendizaje Automatico",59614.0,"SGD","principiante","temporal","Singapur","pequeña","remoto","Data Visualization, GCP, Java, Kubernetes, Linux","grado",1,"salud","2024-11-07","2024-12-19",1581,7.3,"Quantum Computing Inc","Singapur"
"AI00067","Ingeniero de Robotica",151907.0,"EUR","ejecutivo","completo","Alemania","pequeña","hibrido","MLOps, Python, R","doctorado",16,"medios","2024-09-21","2024-10-16",1433,6.1,"Quantum Computing Inc","Ghana"
"AI00068","Cientifico de Datos",76317.0,"USD","ejecutivo","temporal","India","grande","presencial","Deep Learning, Spark, TensorFlow","grado",14,"energia","2024-06-19","2024-07-15",1228,9.1,"DataVision Ltd","India"
"AI00069","Investigador de IA",160534.0,"USD","avanzado","autonomo","Dinamarca","pequeña","remoto","GCP, MLOps, SQL","grado",9,"videojuegos","2024-06-10","2024-07-07",1651,8.3,"Advanced Robotics","Dinamarca"
"AI00070","Consultor de IA",40687.0,"USD","intermedio","completo","India","grande","hibrido","AWS, GCP, PyTorch, R, SQL","doctorado",3,"transporte","2024-07-16","2024-08-25",804,7.3,"Algorithmic Solutions","India"
"AI00071","Ingeniero de Vision por Computadora",129265.0,"AUD","avanzado","autonomo","Australia","grande","presencial","Java, Scala, TensorFlow","tecnico superior",5,"consultoria","2025-04-06","2025-05-07",2410,6.9,"DataVision Ltd","Australia"
"AI00072","Ingeniero de Procesamiento de Lenguaje Natural",94396.0,"USD","ejecutivo","parcial","China","pequeña","remoto","Mathematics, Python, Scala, Tableau","grado",18,"politica","2024-07-30","2024-08-18",1033,9.5,"Advanced Robotics","China"
"AI00073","Ingeniero de Procesamiento de Lenguaje Natural",158237.0,"USD","ejecutivo","temporal","Corea del Sur","pequeña","presencial","GCP, NLP, Python","grado",11,"finanzas","2025-01-24","2025-03-29",1676,6.0,"Quantum Computing Inc","Corea del Sur"
"AI00074","Ingeniero de Robotica",239068.0,"USD","ejecutivo","parcial","Dinamarca","grande","hibrido","GCP, Hadoop, Java, NLP, TensorFlow","doctorado",18,"medios","2024-08-26","2024-10-30",1321,6.8,"Autonomous Tech","Dinamarca"
"AI00075","Ingeniero de Robotica",81401.0,"USD","intermedio","autonomo","Finlandia","pequeña","presencial","AWS, Data Visualization, Git, Java, Spark","doctorado",2,"minorista","2025-02-07","2025-04-11",1930,6.3,"Future Systems","Belgica"
"AI00076","Especialista en IA",144229.0,"CHF","intermedio","completo","Suiza","mediana","presencial","MLOps, Python, PyTorch, TensorFlow","doctorado",2,"medios","2024-01-02","2024-03-02",1213,9.5,"DeepTech Ventures","Japon"
"AI00077","Consultor de IA",78936.0,"EUR","intermedio","autonomo","Alemania","grande","presencial","Mathematics, NLP, R, SQL, Tableau","doctorado",4,"consultoria","2024-11-30","2025-01-03",697,6.9,"Cloud AI Solutions","Alemania"
"AI00078","Consultor de IA",101054.0,"USD","avanzado","parcial","Corea del Sur","mediana","presencial","Python, PyTorch, TensorFlow","doctorado",6,"salud","2025-02-04","2025-03-20",2396,8.8,"DeepTech Ventures","Reino Unido"
"AI00079","Especialista en IA",91807.0,"EUR","avanzado","completo","Austria","mediana","hibrido","Azure, Linux, Python, Scala","doctorado",9,"educacion","2024-07-21","2024-09-13",1519,8.3,"TechCorp Inc","Austria"
"AI00080","Ingeniero de Aprendizaje Automatico",49858.0,"EUR","principiante","temporal","Austria","grande","remoto","Linux, PyTorch, Spark","grado",1,"salud","2024-01-25","2024-04-02",1215,9.2,"AI Innovations","Singapur"
"AI00081","Ingeniero de Robotica",80596.0,"EUR","principiante","completo","Austria","grande","presencial","Kubernetes, Mathematics, PyTorch, Scala","doctorado",1,"educacion","2024-06-27","2024-08-26",1512,6.8,"Digital Transformation LLC","Suiza"
"AI00082","Director/a de Inteligencia Artificial",76026.0,"USD","intermedio","completo","Suecia","pequeña","hibrido","R, Scala, SQL, Tableau","doctorado",4,"salud","2025-02-12","2025-03-24",1079,8.0,"Predictive Systems","Suecia"
"AI00083","Ingeniero de Aprendizaje Profundo",84841.0,"USD","intermedio","temporal","Suecia","grande","presencial","Azure, GCP, Linux, TensorFlow","grado",4,"transporte","2024-11-18","2025-01-05",2456,5.7,"Cognitive Computing","Suecia"
"AI00084","Cientifico de Datos",158900.0,"CHF","avanzado","autonomo","Suiza","pequeña","hibrido","Docker, Mathematics, Python, Statistics, TensorFlow","grado",8,"finanzas","2024-06-14","2024-07-05",2367,6.0,"Quantum Computing Inc","Suiza"
"AI00085","Ingeniero/a de Sistemas Autonomos",153858.0,"EUR","ejecutivo","temporal","Alemania","grande","hibrido","Azure, Java, MLOps","doctorado",13,"videojuegos","2025-04-29","2025-06-21",2133,5.1,"Cloud AI Solutions","Alemania"
"AI00086","Cientifico de Datos",115314.0,"USD","intermedio","temporal","Dinamarca","grande","presencial","Azure, Git, Java, R","grado",3,"inmobiliaria","2024-06-01","2024-06-27",1783,7.9,"Smart Analytics","Finlandia"
"AI00087","Ingeniero de Aprendizaje Automatico",181068.0,"USD","ejecutivo","completo","Israel","pequeña","remoto","Hadoop, Java, Mathematics, R","grado",13,"transporte","2024-01-26","2024-03-25",1322,8.5,"Machine Intelligence Group","Israel"
"AI00088","Ingeniero de Software de IA",119021.0,"USD","principiante","completo","Dinamarca","grande","presencial","Computer Vision, Docker, GCP, Linux","doctorado",1,"transporte","2025-03-07","2025-05-10",1461,7.3,"DataVision Ltd","Portugal"
"AI00089","Analista de Datos",219746.0,"USD","ejecutivo","autonomo","Israel","grande","remoto","Python, R, Scala, TensorFlow","tecnico superior",15,"finanzas","2024-07-02","2024-09-12",1485,7.0,"Smart Analytics","Republica Checa"
"AI00090","Consultor de IA",115774.0,"USD","ejecutivo","autonomo","China","grande","hibrido","Hadoop, NLP, PyTorch, Scala, SQL","doctorado",10,"inmobiliaria","2024-02-04","2024-03-09",1618,5.3,"DataVision Ltd","China"
"AI00091","Consultor de IA",130984.0,"CHF","principiante","parcial","Suiza","grande","hibrido","Azure, Deep Learning, GCP, Kubernetes, MLOps","doctorado",1,"minorista","2024-01-08","2024-03-20",1774,5.3,"DataVision Ltd","Filipinas"
"AI00092","Ingeniero/a de Operaciones de Aprendizaje Automatico",191223.0,"CHF","ejecutivo","completo","Suiza","grande","presencial","Azure, NLP, SQL","master",18,"salud","2024-04-07","2024-06-07",1926,6.8,"Neural Networks Co","Alemania"
"AI00093","Consultor de IA",155502.0,"USD","avanzado","completo","Noruega","pequeña","hibrido","AWS, NLP, Python, Spark","doctorado",9,"consultoria","2025-01-29","2025-02-22",2449,7.6,"Future Systems","Italia"
"AI00094","Especialista en IA",86140.0,"EUR","intermedio","parcial","Alemania","pequeña","hibrido","AWS, Deep Learning, Kubernetes, Scala","doctorado",4,"inmobiliaria","2025-03-11","2025-04-12",1816,7.3,"Predictive Systems","Corea del Sur"
"AI00095","Arquitecto de IA",96028.0,"GBP","intermedio","autonomo","Reino Unido","pequeña","presencial","Data Visualization, GCP, MLOps, PyTorch","tecnico superior",4,"salud","2025-03-09","2025-03-28",1878,6.6,"Future Systems","Australia"
"AI00096","Cientifico/a de Datos Principal",134920.0,"USD","avanzado","parcial","Estados Unidos","pequeña","presencial","Data Visualization, Kubernetes, Mathematics, SQL","grado",7,"consultoria","2025-04-03","2025-05-12",1930,6.7,"Predictive Systems","Estados Unidos"
"AI00097","Cientifico Investigador",107694.0,"USD","avanzado","autonomo","Irlanda","pequeña","hibrido","Linux, MLOps, R, Spark","grado",5,"minorista","2024-03-20","2024-04-22",2292,5.1,"Future Systems","Estonia"
"AI00098","Ingeniero de Aprendizaje Profundo",114301.0,"USD","intermedio","completo","Finlandia","grande","presencial","MLOps, Python, Tableau","grado",4,"inmobiliaria","2025-02-08","2025-03-05",1506,7.5,"Digital Transformation LLC","Finlandia"
"AI00099","Investigador/a en Machine Learning",92728.0,"GBP","intermedio","completo","Reino Unido","grande","presencial","Azure, Git, Kubernetes, NLP","grado",4,"transporte","2024-12-25","2025-02-05",1948,9.3,"Cognitive Computing","Reino Unido"
"AI00100","Ingeniero de Procesamiento de Lenguaje Natural",76826.0,"SGD","principiante","parcial","Singapur","pequeña","hibrido","Deep Learning, Git, PyTorch, R, Statistics","grado",1,"politica","2025-04-08","2025-05-10",804,7.4,"Predictive Systems","Singapur"
"AI00101","Consultor de IA",48870.0,"USD","avanzado","parcial","India","grande","presencial","Azure, Hadoop, Java, Spark, Statistics","doctorado",7,"salud","2025-03-26","2025-05-16",1108,5.6,"Cognitive Computing","India"
"AI00102","Cientifico de Datos",89527.0,"AUD","intermedio","completo","Australia","pequeña","hibrido","Azure, Java, Linux, R, SQL","grado",4,"finanzas","2024-12-09","2024-12-30",1299,5.8,"Predictive Systems","Estados Unidos"
"AI00103","Ingeniero/a de Sistemas Autonomos",81103.0,"AUD","principiante","temporal","Australia","grande","presencial","Kubernetes, Mathematics, SQL","doctorado",0,"medios","2024-05-26","2024-08-07",2055,7.0,"Digital Transformation LLC","Australia"
"AI00104","Ingeniero de Aprendizaje Automatico",283428.0,"USD","ejecutivo","temporal","Dinamarca","grande","presencial","Data Visualization, MLOps, Python, TensorFlow","grado",13,"salud","2025-03-10","2025-05-11",1275,5.1,"Smart Analytics","Dinamarca"
"AI00105","Gerente de Producto de IA",104906.0,"USD","intermedio","autonomo","Estados Unidos","grande","hibrido","Java, PyTorch, Spark, Statistics","tecnico superior",3,"tecnologia","2025-01-26","2025-03-28",2101,8.0,"Cognitive Computing","Portugal"
"AI00106","Ingeniero de Software de IA",231496.0,"USD","ejecutivo","parcial","Finlandia","grande","hibrido","Kubernetes, R, Tableau","doctorado",18,"automocion","2025-02-13","2025-04-10",895,5.5,"DataVision Ltd","Finlandia"
"AI00107","Ingeniero de Robotica",147402.0,"JPY","avanzado","completo","Japon","grande","remoto","Azure, GCP, Python, R, Scala","doctorado",8,"automocion","2024-12-11","2025-02-01",593,7.0,"Algorithmic Solutions","Japon"
"AI00108","Cientifico de Datos",69331.0,"EUR","principiante","completo","Austria","grande","remoto","AWS, Computer Vision, Git, Java, NLP","grado",1,"salud","2025-04-11","2025-05-21",639,8.8,"AI Innovations","Austria"
"AI00109","Consultor de IA",215842.0,"EUR","ejecutivo","temporal","Francia","pequeña","presencial","Deep Learning, Python, Spark, TensorFlow","doctorado",12,"salud","2024-12-19","2025-01-28",2098,6.7,"Machine Intelligence Group","Francia"
"AI00110","Cientifico de Datos",79833.0,"USD","avanzado","parcial","Corea del Sur","pequeña","presencial","AWS, Java, PyTorch, SQL, TensorFlow","grado",6,"salud","2024-01-04","2024-01-18",1284,5.7,"Predictive Systems","Corea del Sur"
"AI00111","Cientifico de Datos",304859.0,"USD","ejecutivo","completo","Noruega","pequeña","remoto","Linux, Mathematics, SQL","grado",15,"medios","2025-03-22","2025-05-05",2460,6.0,"Advanced Robotics","Noruega"
"AI00112","Cientifico Investigador",112217.0,"EUR","avanzado","temporal","Alemania","grande","presencial","Azure, Scala, Spark","grado",8,"tecnologia","2025-03-07","2025-04-23",1679,10.0,"Digital Transformation LLC","Israel"
"AI00113","Director/a de Inteligencia Artificial",45738.0,"USD","principiante","autonomo","Corea del Sur","mediana","remoto","Hadoop, Spark, TensorFlow","doctorado",0,"manufactura","2024-03-17","2024-04-05",1481,9.5,"DeepTech Ventures","Corea del Sur"
"AI00114","Investigador/a en Machine Learning",195309.0,"EUR","ejecutivo","parcial","Alemania","mediana","hibrido","NLP, PyTorch, SQL, Tableau","grado",18,"consultoria","2024-12-14","2025-02-23",1277,5.3,"DeepTech Ventures","Alemania"
